rule_id,rule_name,rule_type,threshold_value,weight,severity_level,recommendation_text
4449,White Space Ratio,formatting,30,0.39,Low,Use consistent spacing between sections
4450,Relevance Score,content,61,0.81,High,Customize skills section for each application
4451,Contact Information Completeness,content,6,0.4,High,Add LinkedIn profile URL for professional credibility
4452,Hyperlink Validation,formatting,3,0.53,Medium,Use shortened URLs for cleaner formatting
4453,Acronym Expansion,content,10,0.34,Medium,Spell out acronyms on first use with abbreviation in parentheses
4454,Certification Listing,content,9,0.53,Low,List certifications with issuing body and date
4455,Project Showcase,content,1,0.13,High,Describe your specific role and contribution
4456,Section Order,structure,3,0.58,High,Put Skills section near the top for ATS optimization
4457,Project Showcase,content,2,0.6,Medium,Link to live projects or case studies when possible
4458,Action Verb Usage,content,85,0.79,High,Start every bullet point with a strong action verb
4459,Relevance Score,content,83,0.68,Medium,Tailor resume content to match the target role by 70%+
4460,ATS-Friendly Formatting,compatibility,1,0.98,Critical,"Avoid tables, text boxes, and columns for ATS parsing"
4461,Bullet Point Length,formatting,21,0.24,Medium,Expand brief bullets with metrics and context
4462,Section Order,structure,1,0.85,Medium,Order sections by relevance to target role
4463,Skills Section Format,formatting,6,0.32,Low,Prioritize hard skills over soft skills in this section
4464,Bullet Point Length,formatting,16,0.26,Low,Expand brief bullets with metrics and context
4465,Gap Analysis,timeline,13,0.61,Medium,Be prepared to explain gaps in interviews
4466,Skills Section Format,formatting,5,0.54,Low,Prioritize hard skills over soft skills in this section
4467,File Naming Convention,formatting,1,0.32,Low,Include target role in filename for organization
4468,Keyword Density,content,21,0.78,Medium,Match exact phrases from the job posting when possible
4469,ATS-Friendly Formatting,compatibility,4,0.89,High,Save as .docx or .pdf only — avoid .jpg or .png
4470,Summary Section Length,formatting,77,0.33,Low,Summary should be 50-80 words for optimal impact
4471,Spelling and Grammar,grammar,95,0.23,High,Have a peer review your resume before submitting
4472,Project Showcase,content,4,0.51,High,"Quantify project impact (users, revenue, efficiency)"
4473,Summary Section Length,formatting,76,0.31,Medium,Avoid generic summaries — tailor to each application
4474,Bullet Point Count Per Role,formatting,5,0.78,Medium,Reduce bullet points to highlight key achievements only
4475,Project Showcase,content,2,0.44,High,Link to live projects or case studies when possible
4476,Keyword Density,content,24,0.7,High,Include 15-25 relevant keywords from the job description
4477,Acronym Expansion,content,8,0.31,Medium,Don't assume the reader knows company-specific acronyms
4478,Gap Analysis,timeline,5,0.55,High,Be prepared to explain gaps in interviews
4479,Hyperlink Validation,formatting,0,0.41,Medium,Verify links point to professional content
4480,Relevance Score,content,53,0.14,High,Remove irrelevant experience for focused applications
4481,Education Section Detail,content,4,0.35,Medium,List certifications separately from formal education
4482,Summary Section Length,formatting,42,0.94,Medium,Keep professional summary to 3-4 sentences maximum
4483,File Naming Convention,formatting,2,0.3,Low,Never use special characters in filename
4484,Gap Analysis,timeline,12,0.68,High,Be prepared to explain gaps in interviews
4485,Personal Pronoun Usage,grammar,0,0.85,Medium,Start bullets with action verbs instead of pronouns
4486,Gap Analysis,timeline,4,0.3,Medium,Use functional format if gaps are significant
4487,Acronym Expansion,content,8,0.91,Low,Use industry-standard acronyms without expansion
4488,Action Verb Usage,content,89,0.51,Medium,Avoid repeating the same action verb within a role
4489,Acronym Expansion,content,5,0.69,Low,Balance between full terms (ATS) and acronyms (readability)
4490,Section Order,structure,2,0.92,High,Put Skills section near the top for ATS optimization
4491,Spelling and Grammar,grammar,99,0.53,Critical,Pay special attention to company and technology names
4492,Bullet Point Length,formatting,18,0.6,Medium,Shorten overly long bullets to focus on key results
4493,Hyperlink Validation,formatting,2,0.67,Medium,Use shortened URLs for cleaner formatting
4494,Hyperlink Validation,formatting,2,0.58,Medium,Use shortened URLs for cleaner formatting
4495,Bullet Point Count Per Role,formatting,3,0.11,Medium,Add more bullet points to fully describe your contributions
4496,Certification Listing,content,2,0.67,Medium,Remove expired certifications unless renewal is pending
4497,Quantified Achievements,content,70,0.25,High,"Add team sizes, project budgets, or user counts"
4498,ATS-Friendly Formatting,compatibility,2,0.08,High,Don't put critical info in headers or footers
4499,ATS-Friendly Formatting,compatibility,1,0.39,Critical,Don't put critical info in headers or footers
4500,Quantified Achievements,content,46,0.11,Medium,Include at least 2-3 metrics per role
4501,Summary Section Length,formatting,35,0.29,Medium,Include 2-3 key achievements in your summary
4502,Spelling and Grammar,grammar,95,0.1,Critical,Use Grammarly or similar tools for final review
4503,Education Section Detail,content,2,0.69,Low,"Include honors, Dean's List, or academic awards"
4504,Hyperlink Validation,formatting,0,0.41,Medium,Use shortened URLs for cleaner formatting
4505,Contact Information Completeness,content,4,0.89,High,Include city and state (full address not required)
4506,Acronym Expansion,content,6,0.64,Low,Spell out acronyms on first use with abbreviation in parentheses
4507,Experience Date Format,formatting,2,0.9,Low,Avoid listing only years — include months for precision
4508,ATS-Friendly Formatting,compatibility,2,0.69,High,Don't put critical info in headers or footers
4509,Spelling and Grammar,grammar,100,0.17,High,Have a peer review your resume before submitting
4510,Experience Date Format,formatting,1,0.09,Low,Avoid listing only years — include months for precision
4511,Certification Listing,content,8,0.09,Low,Remove expired certifications unless renewal is pending
4512,White Space Ratio,formatting,24,0.55,Low,Maintain 20-30% white space for readability
4513,White Space Ratio,formatting,34,0.39,Medium,Ensure the resume doesn't look cluttered or sparse
4514,Relevance Score,content,41,0.5,High,Remove irrelevant experience for focused applications
4515,Spelling and Grammar,grammar,96,0.14,Critical,Pay special attention to company and technology names
4516,Contact Information Completeness,content,5,0.91,High,Include city and state (full address not required)
4517,Personal Pronoun Usage,grammar,1,0.95,Medium,Resume should use implied first person
4518,Bullet Point Count Per Role,formatting,8,0.74,Medium,Consolidate similar bullets into stronger impact statements
4519,Certification Listing,content,5,0.09,Low,Include certification ID or verification link
4520,Section Order,structure,1,0.15,Medium,Lead with Summary/Profile section for immediate impact
4521,Acronym Expansion,content,10,0.37,Medium,Don't assume the reader knows company-specific acronyms
4522,Experience Date Format,formatting,4,1.0,Low,Use 'Present' for current positions
4523,Action Verb Usage,content,69,0.28,Medium,"Use past tense for previous roles, present for current"
4524,Relevance Score,content,48,0.29,High,Highlight transferable skills from unrelated roles
4525,Section Order,structure,2,0.44,High,Put Skills section near the top for ATS optimization
4526,Font Consistency,formatting,1,0.24,Low,Keep font size between 10-12pt for body text
4527,Section Order,structure,4,0.53,High,Order sections by relevance to target role
4528,ATS-Friendly Formatting,compatibility,2,0.36,Critical,Don't put critical info in headers or footers
4529,Education Section Detail,content,3,0.94,Medium,List certifications separately from formal education
4530,Bullet Point Length,formatting,17,0.9,Medium,Expand brief bullets with metrics and context
4531,Certification Listing,content,0,0.74,Low,Remove expired certifications unless renewal is pending
4532,Contact Information Completeness,content,3,0.91,High,Include city and state (full address not required)
4533,Hyperlink Validation,formatting,3,0.45,Medium,Ensure all URLs are clickable and functional
4534,Bullet Point Count Per Role,formatting,5,0.78,Medium,Use 3-6 bullet points per role for optimal readability
4535,Skills Section Format,formatting,7,0.48,Low,Prioritize hard skills over soft skills in this section
4536,Spelling and Grammar,grammar,99,0.97,High,Use Grammarly or similar tools for final review
4537,White Space Ratio,formatting,26,0.07,Low,Avoid cramming text — use proper margins and spacing
4538,White Space Ratio,formatting,28,0.97,Medium,Use consistent spacing between sections
4539,ATS-Friendly Formatting,compatibility,3,0.9,Critical,"Avoid tables, text boxes, and columns for ATS parsing"
4540,Gap Analysis,timeline,9,0.87,Medium,Use functional format if gaps are significant
4541,Spelling and Grammar,grammar,99,0.19,High,Proofread thoroughly — spelling errors are automatic rejections
4542,Skills Section Format,formatting,17,0.76,Medium,Prioritize hard skills over soft skills in this section
4543,Education Section Detail,content,4,0.19,Low,"Include degree, institution, graduation year, and GPA if above 3.5"
4544,Bullet Point Length,formatting,19,0.91,Low,Expand brief bullets with metrics and context
4545,Education Section Detail,content,4,0.14,Low,"Include honors, Dean's List, or academic awards"
4546,Relevance Score,content,54,0.42,Medium,Highlight transferable skills from unrelated roles
4547,White Space Ratio,formatting,27,0.24,Low,Ensure the resume doesn't look cluttered or sparse
4548,Action Verb Usage,content,60,0.72,High,Choose action verbs that demonstrate leadership and impact
4549,White Space Ratio,formatting,29,0.72,Low,Ensure the resume doesn't look cluttered or sparse
4550,Bullet Point Length,formatting,10,0.44,Medium,Keep bullet points between 1-2 lines for scannability
4551,Quantified Achievements,content,44,0.08,High,Use numbers to differentiate your resume from generic ones
4552,File Naming Convention,formatting,1,0.06,Low,Never use special characters in filename
4553,Certification Listing,content,4,0.16,Medium,List certifications with issuing body and date
4554,Skills Section Format,formatting,15,0.87,Low,List 8-15 most relevant skills for the target role
4555,File Naming Convention,formatting,3,0.48,Low,Name file: FirstName_LastName_Resume.pdf
4556,Acronym Expansion,content,6,0.48,Medium,Spell out acronyms on first use with abbreviation in parentheses
4557,Relevance Score,content,68,0.39,High,Tailor resume content to match the target role by 70%+
4558,Contact Information Completeness,content,6,0.08,High,Add LinkedIn profile URL for professional credibility
4559,Spelling and Grammar,grammar,95,0.74,High,Have a peer review your resume before submitting
4560,Gap Analysis,timeline,2,0.28,High,Use functional format if gaps are significant
4561,File Naming Convention,formatting,1,1.0,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
4562,Font Consistency,formatting,2,0.54,Medium,Use no more than 2 font families throughout
4563,Spelling and Grammar,grammar,97,0.42,Critical,Proofread thoroughly — spelling errors are automatic rejections
4564,Spelling and Grammar,grammar,100,0.84,Critical,Have a peer review your resume before submitting
4565,Certification Listing,content,5,0.49,Low,Prioritize industry-recognized certifications
4566,Hyperlink Validation,formatting,3,0.06,Medium,Verify links point to professional content
