indicator_id,phrase_pattern,soft_skill_type,weight,polarity,confidence_score
36931,communicated effectively,Communication,0.86,negative,0.64
36932,managed deadlines,Communication,0.47,positive,0.8
36933,resolved conflicts,Leadership,0.4,positive,0.98
36934,communicated effectively,Leadership,0.91,negative,0.87
36935,collaborated with team,Communication,0.35,negative,0.77
36936,managed deadlines,Adaptability,0.09,positive,0.94
36937,managed deadlines,Leadership,0.9,positive,0.65
36938,resolved conflicts,Teamwork,1.0,negative,0.62
36939,handled pressure,Teamwork,0.01,negative,0.98
36940,handled pressure,Problem Solving,0.97,positive,0.72
36941,communicated effectively,Problem Solving,0.01,positive,0.62
36942,managed deadlines,Teamwork,0.97,negative,0.87
36943,communicated effectively,Leadership,0.74,negative,0.96
36944,resolved conflicts,Teamwork,0.04,negative,0.94
36945,communicated effectively,Leadership,0.89,negative,0.85
36946,handled pressure,Problem Solving,0.09,positive,0.75
36947,handled pressure,Communication,0.72,positive,0.86
36948,managed deadlines,Teamwork,0.23,negative,0.94
36949,resolved conflicts,Teamwork,0.95,positive,0.68
36950,collaborated with team,Problem Solving,0.48,negative,0.65
36951,managed deadlines,Teamwork,0.98,positive,0.93
36952,resolved conflicts,Teamwork,0.56,positive,0.96
36953,communicated effectively,Problem Solving,0.4,positive,0.69
36954,handled pressure,Communication,0.37,negative,0.87
36955,handled pressure,Leadership,0.04,negative,0.64
36956,collaborated with team,Leadership,1.0,negative,0.91
36957,managed deadlines,Leadership,0.06,negative,0.71
36958,communicated effectively,Teamwork,0.12,positive,0.72
36959,resolved conflicts,Problem Solving,0.62,negative,0.66
36960,resolved conflicts,Teamwork,0.01,negative,0.88
36961,resolved conflicts,Problem Solving,0.92,positive,0.91
36962,resolved conflicts,Teamwork,0.5,positive,0.68
36963,collaborated with team,Communication,0.7,positive,0.82
36964,resolved conflicts,Leadership,0.13,negative,0.63
36965,communicated effectively,Leadership,0.2,positive,0.99
36966,collaborated with team,Leadership,0.66,positive,0.65
36967,collaborated with team,Adaptability,0.86,negative,0.85
36968,resolved conflicts,Teamwork,0.51,positive,0.78
36969,collaborated with team,Leadership,0.54,positive,0.83
36970,resolved conflicts,Problem Solving,0.12,positive,0.63
36971,handled pressure,Problem Solving,0.24,negative,0.88
36972,resolved conflicts,Teamwork,0.19,positive,0.84
36973,handled pressure,Leadership,0.25,negative,0.87
36974,resolved conflicts,Leadership,0.06,negative,0.75
36975,collaborated with team,Communication,0.17,negative,0.83
36976,communicated effectively,Problem Solving,0.9,positive,0.7
36977,communicated effectively,Adaptability,0.5,positive,0.85
36978,managed deadlines,Communication,0.41,positive,0.87
36979,managed deadlines,Leadership,0.01,negative,0.9
36980,communicated effectively,Leadership,0.91,positive,0.88
36981,handled pressure,Leadership,0.43,positive,0.62
36982,managed deadlines,Communication,0.84,positive,0.82
36983,managed deadlines,Leadership,0.15,negative,0.63
36984,resolved conflicts,Problem Solving,0.97,negative,0.83
36985,communicated effectively,Problem Solving,0.46,positive,0.91
36986,managed deadlines,Teamwork,0.54,positive,0.84
36987,resolved conflicts,Leadership,0.72,negative,0.75
36988,collaborated with team,Adaptability,0.17,negative,0.71
36989,managed deadlines,Teamwork,0.94,positive,0.69
36990,managed deadlines,Leadership,0.46,negative,0.61
36991,handled pressure,Communication,0.34,positive,0.89
36992,handled pressure,Leadership,0.12,negative,0.75
36993,resolved conflicts,Adaptability,0.93,positive,0.6
36994,communicated effectively,Leadership,0.14,positive,0.67
36995,handled pressure,Teamwork,0.2,negative,0.92
36996,handled pressure,Communication,0.72,positive,0.86
36997,communicated effectively,Leadership,0.78,positive,0.78
36998,handled pressure,Communication,0.75,positive,0.67
36999,managed deadlines,Leadership,0.87,negative,0.68
37000,resolved conflicts,Communication,0.98,negative,0.64
37001,managed deadlines,Adaptability,0.47,negative,0.81
37002,resolved conflicts,Leadership,0.35,negative,0.89
37003,resolved conflicts,Problem Solving,0.82,positive,0.72
37004,collaborated with team,Communication,0.75,negative,0.63
37005,resolved conflicts,Adaptability,0.69,positive,0.83
37006,managed deadlines,Teamwork,0.72,negative,0.96
37007,collaborated with team,Teamwork,0.19,negative,0.84
37008,handled pressure,Adaptability,0.88,negative,0.62
37009,collaborated with team,Leadership,0.04,negative,0.77
37010,resolved conflicts,Communication,0.48,positive,0.68
37011,collaborated with team,Communication,0.24,negative,0.61
37012,resolved conflicts,Communication,0.73,negative,0.81
37013,resolved conflicts,Teamwork,0.3,negative,0.77
37014,collaborated with team,Communication,0.74,positive,0.97
37015,resolved conflicts,Teamwork,0.94,negative,0.87
37016,handled pressure,Adaptability,0.2,negative,0.85
37017,communicated effectively,Communication,0.01,positive,0.92
37018,handled pressure,Adaptability,0.28,positive,0.88
37019,communicated effectively,Adaptability,0.73,negative,0.8
37020,communicated effectively,Adaptability,0.23,positive,0.67
37021,communicated effectively,Problem Solving,0.21,positive,0.87
37022,collaborated with team,Leadership,0.95,negative,0.65
37023,collaborated with team,Leadership,0.4,positive,0.75
37024,collaborated with team,Problem Solving,0.76,positive,0.93
37025,managed deadlines,Problem Solving,0.76,positive,0.61
37026,managed deadlines,Teamwork,0.82,positive,0.65
37027,communicated effectively,Communication,0.92,negative,0.77
37028,communicated effectively,Problem Solving,0.53,positive,0.63
37029,handled pressure,Teamwork,0.64,negative,0.86
37030,handled pressure,Adaptability,0.24,positive,0.89
37031,collaborated with team,Communication,0.75,negative,0.89
37032,resolved conflicts,Leadership,0.27,positive,0.81
37033,handled pressure,Communication,0.84,negative,0.88
37034,managed deadlines,Communication,0.17,negative,0.87
37035,managed deadlines,Adaptability,0.72,negative,0.84
37036,collaborated with team,Leadership,0.74,negative,0.79
37037,resolved conflicts,Adaptability,0.11,positive,0.6
37038,communicated effectively,Problem Solving,0.6,positive,0.97
37039,handled pressure,Adaptability,0.55,negative,0.83
37040,resolved conflicts,Leadership,0.04,negative,0.7
37041,collaborated with team,Communication,0.35,negative,0.72
37042,collaborated with team,Leadership,0.26,negative,0.63
37043,collaborated with team,Adaptability,0.7,positive,0.93
37044,resolved conflicts,Leadership,0.21,positive,0.92
37045,collaborated with team,Communication,0.56,negative,0.89
37046,communicated effectively,Adaptability,0.03,negative,0.73
37047,resolved conflicts,Communication,0.31,positive,0.68
37048,handled pressure,Adaptability,0.57,positive,0.71
37049,managed deadlines,Problem Solving,0.67,positive,0.88
37050,collaborated with team,Leadership,0.15,negative,0.81
37051,managed deadlines,Problem Solving,0.86,positive,0.73
37052,handled pressure,Problem Solving,0.18,positive,0.79
37053,handled pressure,Adaptability,0.25,negative,0.77
37054,collaborated with team,Problem Solving,0.92,positive,0.96
37055,communicated effectively,Problem Solving,0.73,negative,0.94
37056,handled pressure,Adaptability,0.45,positive,0.94
37057,handled pressure,Communication,0.81,positive,0.86
37058,communicated effectively,Adaptability,0.63,positive,0.91
37059,managed deadlines,Adaptability,0.59,positive,0.92
37060,managed deadlines,Problem Solving,0.56,positive,0.75
37061,collaborated with team,Problem Solving,0.9,negative,0.73
37062,communicated effectively,Leadership,0.38,positive,0.71
37063,communicated effectively,Adaptability,0.09,negative,0.94
37064,collaborated with team,Adaptability,0.68,positive,0.77
37065,resolved conflicts,Adaptability,0.31,positive,0.93
37066,managed deadlines,Adaptability,0.36,positive,0.64
37067,collaborated with team,Teamwork,0.47,positive,0.72
37068,managed deadlines,Adaptability,0.44,positive,0.62
37069,handled pressure,Problem Solving,0.26,negative,0.86
37070,collaborated with team,Adaptability,0.31,negative,0.84
37071,collaborated with team,Teamwork,0.18,positive,0.6
37072,resolved conflicts,Problem Solving,0.08,positive,0.88
37073,collaborated with team,Teamwork,0.74,negative,0.67
37074,collaborated with team,Leadership,0.28,negative,0.71
37075,managed deadlines,Leadership,0.29,negative,0.84
37076,managed deadlines,Problem Solving,0.23,positive,0.72
37077,communicated effectively,Problem Solving,0.94,positive,0.8
37078,communicated effectively,Teamwork,0.9,positive,0.75
37079,managed deadlines,Communication,0.16,positive,0.76
37080,collaborated with team,Communication,0.86,positive,0.84
37081,handled pressure,Problem Solving,0.96,negative,0.83
37082,communicated effectively,Leadership,0.5,negative,0.8
37083,managed deadlines,Problem Solving,0.55,negative,0.85
37084,communicated effectively,Adaptability,0.12,positive,0.61
37085,communicated effectively,Adaptability,0.26,positive,0.74
37086,handled pressure,Communication,0.54,negative,0.68
37087,managed deadlines,Leadership,0.59,positive,0.83
37088,handled pressure,Problem Solving,0.91,positive,0.98
37089,communicated effectively,Adaptability,0.1,positive,0.71
37090,collaborated with team,Leadership,0.84,negative,0.68
37091,managed deadlines,Teamwork,0.58,negative,0.64
37092,collaborated with team,Teamwork,0.87,positive,0.71
37093,communicated effectively,Adaptability,0.19,negative,0.92
37094,handled pressure,Problem Solving,0.8,positive,0.8
37095,handled pressure,Adaptability,0.33,positive,0.66
37096,communicated effectively,Teamwork,0.6,positive,0.69
37097,handled pressure,Teamwork,0.95,positive,0.89
37098,managed deadlines,Communication,0.22,negative,0.61
37099,handled pressure,Adaptability,0.33,positive,0.82
37100,resolved conflicts,Adaptability,0.61,positive,0.61
37101,collaborated with team,Problem Solving,0.43,negative,0.94
37102,resolved conflicts,Leadership,0.94,negative,0.65
37103,managed deadlines,Teamwork,0.56,negative,0.89
37104,handled pressure,Communication,0.62,positive,0.86
37105,collaborated with team,Teamwork,0.33,negative,0.82
37106,managed deadlines,Leadership,0.62,positive,0.66
37107,resolved conflicts,Leadership,0.77,negative,0.95
37108,handled pressure,Teamwork,0.68,negative,0.61
37109,managed deadlines,Communication,0.01,negative,0.88
37110,resolved conflicts,Teamwork,0.27,negative,0.98
37111,communicated effectively,Adaptability,0.49,negative,0.66
37112,collaborated with team,Problem Solving,0.62,negative,0.83
37113,resolved conflicts,Leadership,0.37,positive,0.76
37114,resolved conflicts,Leadership,0.63,negative,0.85
37115,handled pressure,Adaptability,0.01,positive,0.68
37116,communicated effectively,Teamwork,0.78,negative,0.72
37117,handled pressure,Communication,0.76,negative,0.74
37118,managed deadlines,Leadership,0.95,negative,0.82
37119,managed deadlines,Communication,0.68,negative,0.98
37120,managed deadlines,Problem Solving,0.47,negative,0.89
37121,managed deadlines,Teamwork,0.55,positive,0.79
37122,resolved conflicts,Teamwork,0.7,positive,0.85
37123,handled pressure,Adaptability,0.55,negative,0.78
37124,collaborated with team,Problem Solving,0.51,negative,0.71
37125,managed deadlines,Communication,0.74,positive,0.85
37126,collaborated with team,Adaptability,0.11,positive,0.91
37127,handled pressure,Leadership,0.5,positive,0.99
37128,collaborated with team,Leadership,0.22,positive,0.86
37129,handled pressure,Leadership,0.33,positive,0.86
37130,collaborated with team,Communication,0.5,negative,0.96
37131,resolved conflicts,Problem Solving,0.12,negative,0.98
37132,resolved conflicts,Teamwork,0.01,positive,0.98
37133,resolved conflicts,Teamwork,0.41,negative,0.88
37134,collaborated with team,Problem Solving,0.07,positive,0.99
37135,handled pressure,Leadership,0.55,negative,0.76
37136,handled pressure,Communication,0.8,negative,0.7
37137,managed deadlines,Teamwork,0.67,positive,0.92
37138,resolved conflicts,Adaptability,0.49,negative,0.63
37139,resolved conflicts,Adaptability,0.44,negative,0.82
37140,communicated effectively,Problem Solving,0.14,positive,0.82
37141,resolved conflicts,Teamwork,0.34,positive,0.84
37142,communicated effectively,Adaptability,0.98,negative,0.99
37143,resolved conflicts,Communication,0.55,positive,0.97
37144,collaborated with team,Adaptability,0.45,positive,0.91
37145,handled pressure,Teamwork,0.11,negative,0.65
37146,managed deadlines,Communication,0.59,positive,0.88
37147,managed deadlines,Adaptability,0.51,negative,0.71
37148,managed deadlines,Adaptability,0.67,negative,0.7
37149,communicated effectively,Teamwork,0.88,negative,0.66
37150,resolved conflicts,Teamwork,1.0,positive,0.64
37151,collaborated with team,Communication,0.88,negative,0.64
37152,handled pressure,Problem Solving,0.73,negative,0.78
37153,communicated effectively,Leadership,0.2,positive,0.88
37154,communicated effectively,Communication,0.14,negative,0.74
37155,resolved conflicts,Adaptability,0.25,negative,0.61
37156,resolved conflicts,Leadership,0.49,positive,0.68
37157,handled pressure,Adaptability,0.98,negative,0.68
37158,managed deadlines,Leadership,0.17,positive,0.78
37159,managed deadlines,Teamwork,0.69,negative,0.71
37160,managed deadlines,Teamwork,0.45,negative,0.62
37161,managed deadlines,Adaptability,0.79,positive,0.77
37162,communicated effectively,Teamwork,0.17,positive,0.88
37163,managed deadlines,Problem Solving,0.86,negative,0.65
37164,handled pressure,Teamwork,0.21,negative,0.83
37165,managed deadlines,Leadership,0.6,positive,0.86
37166,managed deadlines,Communication,0.7,negative,0.9
37167,resolved conflicts,Teamwork,0.56,negative,0.75
37168,resolved conflicts,Adaptability,0.79,positive,0.68
37169,handled pressure,Problem Solving,0.21,negative,0.72
37170,collaborated with team,Leadership,0.69,negative,0.92
37171,collaborated with team,Leadership,0.64,negative,0.99
37172,managed deadlines,Communication,0.92,positive,0.73
37173,collaborated with team,Communication,0.8,positive,0.7
37174,collaborated with team,Communication,0.86,positive,0.98
37175,handled pressure,Leadership,0.16,positive,0.96
37176,handled pressure,Adaptability,0.97,negative,0.81
37177,collaborated with team,Leadership,0.21,positive,0.97
37178,collaborated with team,Adaptability,0.45,negative,0.83
37179,resolved conflicts,Problem Solving,0.47,negative,0.86
37180,resolved conflicts,Teamwork,0.89,negative,0.76
37181,resolved conflicts,Problem Solving,0.28,positive,0.7
37182,resolved conflicts,Adaptability,0.98,negative,0.82
37183,managed deadlines,Problem Solving,0.84,negative,0.72
37184,collaborated with team,Teamwork,0.48,negative,0.89
37185,communicated effectively,Adaptability,0.6,negative,0.9
